Target Value,"Knapsack (3, 11, 23)",Total Coins,Execution Time (µs),Combination,Satisfiability
97,"[0, 1, 2]",3,4.76837158203125,[],Unsatisfiable
182,"[0, 0, 3]",3,3.814697265625,[],Unsatisfiable
191,"[2, 0, 1]",3,3.814697265625,[],Unsatisfiable
192,"[3, 0, 0]",3,4.0531158447265625,[],Unsatisfiable
177,"[2, 0, 1]",3,4.0531158447265625,[],Unsatisfiable
114,"[1, 2, 0]",3,2.86102294921875,[],Unsatisfiable
158,"[2, 1, 0]",3,4.291534423828125,[],Unsatisfiable
92,"[1, 2, 0]",3,4.0531158447265625,[],Unsatisfiable
155,"[0, 0, 3]",3,4.291534423828125,[],Unsatisfiable
65,"[3, 0, 0]",3,4.0531158447265625,[],Unsatisfiable
44,"[3, 0, 0]",3,3.814697265625,[],Unsatisfiable
95,"[1, 2, 0]",3,3.814697265625,[],Unsatisfiable
186,"[1, 0, 2]",3,3.814697265625,[],Unsatisfiable
89,"[0, 0, 3]",3,4.0531158447265625,[],Unsatisfiable
191,"[0, 1, 2]",3,4.0531158447265625,[],Unsatisfiable
79,"[1, 0, 2]",3,4.0531158447265625,[],Unsatisfiable
54,"[1, 0, 2]",3,4.0531158447265625,[],Unsatisfiable
149,"[2, 1, 0]",3,4.291534423828125,[],Unsatisfiable
142,"[2, 0, 1]",3,3.814697265625,[],Unsatisfiable
185,"[3, 0, 0]",3,3.814697265625,[],Unsatisfiable
20,"[0, 1, 2]",3,4.0531158447265625,[],Unsatisfiable
97,"[3, 0, 0]",3,4.0531158447265625,[],Unsatisfiable
140,"[3, 0, 0]",3,4.0531158447265625,[],Unsatisfiable
145,"[3, 0, 0]",3,4.0531158447265625,[],Unsatisfiable
22,"[3, 0, 0]",3,4.0531158447265625,[],Unsatisfiable
52,"[2, 1, 0]",3,4.0531158447265625,[],Unsatisfiable
59,"[3, 0, 0]",3,3.814697265625,[],Unsatisfiable
38,"[3, 0, 0]",3,3.814697265625,[],Unsatisfiable
157,"[1, 0, 2]",3,4.0531158447265625,[],Unsatisfiable
114,"[3, 0, 0]",3,4.0531158447265625,[],Unsatisfiable
113,"[3, 0, 0]",3,3.0994415283203125,[],Unsatisfiable
118,"[3, 0, 0]",3,2.86102294921875,[],Unsatisfiable
63,"[2, 0, 1]",3,3.814697265625,[],Unsatisfiable
164,"[0, 2, 1]",3,3.814697265625,[],Unsatisfiable
147,"[0, 2, 1]",3,3.814697265625,[],Unsatisfiable
86,"[1, 0, 2]",3,4.0531158447265625,[],Unsatisfiable
90,"[3, 0, 0]",3,4.0531158447265625,[],Unsatisfiable
28,"[1, 1, 1]",3,4.0531158447265625,[],Unsatisfiable
46,"[1, 0, 2]",3,5.0067901611328125,"[23, 23]",Satisfiable
73,"[3, 1, 0]",4,9.059906005859375,[],Unsatisfiable
179,"[0, 1, 3]",4,8.821487426757812,[],Unsatisfiable
54,"[1, 2, 1]",4,8.821487426757812,[],Unsatisfiable
169,"[0, 2, 2]",4,7.8678131103515625,[],Unsatisfiable
195,"[2, 0, 2]",4,8.821487426757812,[],Unsatisfiable
127,"[3, 0, 1]",4,9.059906005859375,[],Unsatisfiable
177,"[0, 4, 0]",4,9.059906005859375,[],Unsatisfiable
182,"[0, 4, 0]",4,9.059906005859375,[],Unsatisfiable
141,"[4, 0, 0]",4,9.059906005859375,[],Unsatisfiable
37,"[4, 0, 0]",4,8.821487426757812,[],Unsatisfiable
162,"[3, 1, 0]",4,8.821487426757812,[],Unsatisfiable
22,"[3, 1, 0]",4,9.059906005859375,[],Unsatisfiable
42,"[4, 0, 0]",4,8.821487426757812,[],Unsatisfiable
158,"[1, 0, 3]",4,8.821487426757812,[],Unsatisfiable
31,"[0, 2, 2]",4,9.298324584960938,[],Unsatisfiable
107,"[3, 0, 1]",4,9.059906005859375,[],Unsatisfiable
200,"[1, 3, 0]",4,9.059906005859375,[],Unsatisfiable
159,"[1, 1, 2]",4,9.298324584960938,[],Unsatisfiable
79,"[3, 1, 0]",4,9.059906005859375,[],Unsatisfiable
113,"[1, 1, 2]",4,7.8678131103515625,[],Unsatisfiable
37,"[3, 1, 0]",4,9.059906005859375,[],Unsatisfiable
25,"[1, 0, 3]",4,8.821487426757812,[],Unsatisfiable
145,"[1, 0, 3]",4,9.059906005859375,[],Unsatisfiable
96,"[4, 0, 0]",4,9.298324584960938,[],Unsatisfiable
114,"[2, 2, 0]",4,9.059906005859375,[],Unsatisfiable
85,"[0, 0, 4]",4,9.059906005859375,[],Unsatisfiable
38,"[3, 0, 1]",4,9.298324584960938,[],Unsatisfiable
50,"[1, 0, 3]",4,9.059906005859375,[],Unsatisfiable
106,"[4, 0, 0]",4,9.059906005859375,[],Unsatisfiable
121,"[1, 1, 2]",4,8.106231689453125,[],Unsatisfiable
102,"[0, 3, 1]",4,8.821487426757812,[],Unsatisfiable
61,"[1, 3, 0]",4,8.821487426757812,[],Unsatisfiable
46,"[0, 3, 1]",4,9.059906005859375,[],Unsatisfiable
140,"[1, 3, 0]",4,10.013580322265625,[],Unsatisfiable
192,"[4, 0, 0]",4,9.059906005859375,[],Unsatisfiable
150,"[1, 0, 3]",4,9.059906005859375,[],Unsatisfiable
75,"[3, 1, 0]",4,8.106231689453125,[],Unsatisfiable
130,"[2, 1, 1]",4,9.059906005859375,[],Unsatisfiable
105,"[2, 0, 2]",4,9.059906005859375,[],Unsatisfiable
162,"[4, 0, 0]",4,9.059906005859375,[],Unsatisfiable
46,"[5, 0, 0]",5,21.219253540039062,[],Unsatisfiable
129,"[4, 0, 1]",5,20.02716064453125,[],Unsatisfiable
183,"[1, 0, 4]",5,19.788742065429688,[],Unsatisfiable
127,"[0, 4, 1]",5,20.02716064453125,[],Unsatisfiable
94,"[3, 1, 1]",5,19.073486328125,[],Unsatisfiable
39,"[2, 2, 1]",5,18.835067749023438,[],Unsatisfiable
162,"[2, 3, 0]",5,20.02716064453125,[],Unsatisfiable
49,"[5, 0, 0]",5,20.265579223632812,[],Unsatisfiable
24,"[5, 0, 0]",5,18.835067749023438,[],Unsatisfiable
39,"[5, 0, 0]",5,20.02716064453125,[],Unsatisfiable
38,"[0, 4, 1]",5,20.265579223632812,[],Unsatisfiable
87,"[4, 1, 0]",5,20.02716064453125,[],Unsatisfiable
66,"[4, 0, 1]",5,19.788742065429688,[],Unsatisfiable
153,"[1, 1, 3]",5,20.02716064453125,[],Unsatisfiable
166,"[0, 3, 2]",5,19.073486328125,[],Unsatisfiable
79,"[5, 0, 0]",5,20.02716064453125,[],Unsatisfiable
121,"[0, 2, 3]",5,19.788742065429688,[],Unsatisfiable
113,"[0, 1, 4]",5,19.073486328125,[],Unsatisfiable
168,"[5, 0, 0]",5,20.265579223632812,[],Unsatisfiable
31,"[2, 3, 0]",5,20.02716064453125,[],Unsatisfiable
65,"[2, 3, 0]",5,18.835067749023438,[],Unsatisfiable
111,"[5, 0, 0]",5,19.073486328125,[],Unsatisfiable
46,"[2, 0, 3]",5,17.881393432617188,"[23, 23]",Satisfiable
193,"[4, 1, 0]",5,20.02716064453125,[],Unsatisfiable
167,"[2, 2, 1]",5,19.311904907226562,[],Unsatisfiable
22,"[0, 4, 1]",5,17.1661376953125,"[11, 11]",Satisfiable
84,"[2, 1, 2]",5,20.02716064453125,[],Unsatisfiable
191,"[5, 0, 0]",5,20.02716064453125,[],Unsatisfiable
87,"[1, 4, 0]",5,18.835067749023438,[],Unsatisfiable
101,"[5, 0, 0]",5,18.835067749023438,[],Unsatisfiable
93,"[5, 0, 0]",5,20.265579223632812,[],Unsatisfiable
123,"[2, 2, 1]",5,19.073486328125,[],Unsatisfiable
20,"[0, 2, 3]",5,19.073486328125,[],Unsatisfiable
53,"[3, 2, 0]",5,19.073486328125,[],Unsatisfiable
135,"[3, 1, 1]",5,18.835067749023438,[],Unsatisfiable
119,"[0, 4, 1]",5,18.835067749023438,[],Unsatisfiable
152,"[0, 0, 5]",5,19.311904907226562,[],Unsatisfiable
147,"[5, 0, 0]",5,20.02716064453125,[],Unsatisfiable
83,"[0, 4, 1]",5,18.835067749023438,[],Unsatisfiable
27,"[1, 2, 2]",5,19.073486328125,[],Unsatisfiable
59,"[2, 2, 2]",6,44.10743713378906,[],Unsatisfiable
95,"[1, 2, 3]",6,47.206878662109375,[],Unsatisfiable
39,"[0, 1, 5]",6,43.8690185546875,[],Unsatisfiable
34,"[0, 2, 4]",6,38.86222839355469,"[11, 23]",Satisfiable
82,"[6, 0, 0]",6,47.206878662109375,[],Unsatisfiable
40,"[4, 1, 1]",6,42.91534423828125,"[3, 3, 11, 23]",Satisfiable
168,"[4, 2, 0]",6,46.73004150390625,[],Unsatisfiable
78,"[4, 0, 2]",6,44.10743713378906,[],Unsatisfiable
170,"[6, 0, 0]",6,43.8690185546875,[],Unsatisfiable
40,"[0, 3, 3]",6,46.01478576660156,[],Unsatisfiable
43,"[3, 1, 2]",6,40.29273986816406,"[3, 3, 3, 11, 23]",Satisfiable
193,"[6, 0, 0]",6,44.10743713378906,[],Unsatisfiable
148,"[6, 0, 0]",6,44.10743713378906,[],Unsatisfiable
35,"[0, 4, 2]",6,42.91534423828125,[],Unsatisfiable
29,"[4, 0, 2]",6,42.91534423828125,"[3, 3, 23]",Satisfiable
190,"[2, 2, 2]",6,44.10743713378906,[],Unsatisfiable
159,"[5, 0, 1]",6,43.8690185546875,[],Unsatisfiable
43,"[2, 0, 4]",6,44.10743713378906,[],Unsatisfiable
134,"[6, 0, 0]",6,44.10743713378906,[],Unsatisfiable
110,"[1, 4, 1]",6,42.91534423828125,[],Unsatisfiable
183,"[6, 0, 0]",6,42.91534423828125,[],Unsatisfiable
86,"[3, 0, 3]",6,43.15376281738281,[],Unsatisfiable
85,"[4, 1, 1]",6,44.10743713378906,[],Unsatisfiable
138,"[5, 0, 1]",6,46.01478576660156,[],Unsatisfiable
26,"[5, 1, 0]",6,43.8690185546875,"[3, 3, 3, 3, 3, 11]",Satisfiable
172,"[5, 1, 0]",6,44.10743713378906,[],Unsatisfiable
101,"[4, 0, 2]",6,44.10743713378906,[],Unsatisfiable
173,"[6, 0, 0]",6,44.10743713378906,[],Unsatisfiable
144,"[3, 0, 3]",6,42.91534423828125,[],Unsatisfiable
109,"[0, 2, 4]",6,43.15376281738281,[],Unsatisfiable
26,"[1, 4, 1]",6,41.00799560546875,"[3, 23]",Satisfiable
98,"[1, 2, 3]",6,45.7763671875,[],Unsatisfiable
170,"[0, 3, 3]",6,44.10743713378906,[],Unsatisfiable
32,"[6, 0, 0]",6,44.10743713378906,[],Unsatisfiable
114,"[2, 1, 3]",6,46.01478576660156,[],Unsatisfiable
160,"[3, 3, 0]",6,43.63059997558594,[],Unsatisfiable
185,"[4, 2, 0]",6,44.10743713378906,[],Unsatisfiable
149,"[1, 4, 1]",6,43.15376281738281,[],Unsatisfiable
193,"[2, 4, 0]",6,43.15376281738281,[],Unsatisfiable
54,"[5, 1, 0]",6,43.8690185546875,[],Unsatisfiable
64,"[7, 0, 0]",7,97.99003601074219,[],Unsatisfiable
147,"[4, 0, 3]",7,97.99003601074219,[],Unsatisfiable
48,"[0, 4, 3]",7,95.12901306152344,[],Unsatisfiable
181,"[5, 0, 2]",7,99.89738464355469,[],Unsatisfiable
43,"[6, 0, 1]",7,97.03636169433594,[],Unsatisfiable
65,"[2, 1, 4]",7,94.89059448242188,[],Unsatisfiable
163,"[7, 0, 0]",7,100.13580322265625,[],Unsatisfiable
164,"[2, 5, 0]",7,95.12901306152344,[],Unsatisfiable
147,"[3, 4, 0]",7,96.79794311523438,[],Unsatisfiable
190,"[5, 2, 0]",7,96.08268737792969,[],Unsatisfiable
88,"[7, 0, 0]",7,97.03636169433594,[],Unsatisfiable
166,"[2, 0, 5]",7,94.89059448242188,[],Unsatisfiable
147,"[7, 0, 0]",7,96.08268737792969,[],Unsatisfiable
79,"[4, 1, 2]",7,85.11543273925781,[],Unsatisfiable
46,"[6, 0, 1]",7,84.87701416015625,[],Unsatisfiable
109,"[5, 2, 0]",7,85.11543273925781,[],Unsatisfiable
49,"[0, 0, 7]",7,87.97645568847656,[],Unsatisfiable
63,"[7, 0, 0]",7,87.02278137207031,[],Unsatisfiable
70,"[5, 0, 2]",7,86.06910705566406,[],Unsatisfiable
100,"[5, 0, 2]",7,84.87701416015625,[],Unsatisfiable
54,"[5, 2, 0]",7,85.11543273925781,[],Unsatisfiable
145,"[3, 3, 1]",7,83.20808410644531,[],Unsatisfiable
200,"[5, 0, 2]",7,88.21487426757812,[],Unsatisfiable
27,"[2, 2, 3]",7,84.87701416015625,[],Unsatisfiable
164,"[7, 0, 0]",7,84.87701416015625,[],Unsatisfiable
92,"[0, 6, 1]",7,82.96966552734375,[],Unsatisfiable
159,"[7, 0, 0]",7,87.97645568847656,[],Unsatisfiable
169,"[2, 2, 3]",7,83.92333984375,[],Unsatisfiable
20,"[0, 7, 0]",7,87.26119995117188,[],Unsatisfiable
38,"[0, 7, 0]",7,83.92333984375,[],Unsatisfiable
196,"[5, 0, 2]",7,84.87701416015625,[],Unsatisfiable
176,"[4, 0, 3]",7,84.87701416015625,[],Unsatisfiable
49,"[5, 1, 1]",7,85.11543273925781,"[3, 3, 3, 3, 3, 11, 23]",Satisfiable
146,"[0, 1, 6]",7,83.92333984375,[],Unsatisfiable
194,"[3, 0, 4]",7,89.88380432128906,[],Unsatisfiable
22,"[3, 3, 1]",7,77.00920104980469,"[11, 11]",Satisfiable
31,"[4, 2, 1]",7,79.87022399902344,"[3, 3, 3, 11, 11]",Satisfiable
39,"[2, 3, 2]",7,76.77078247070312,"[3, 3, 11, 11, 11]",Satisfiable
65,"[1, 2, 4]",7,85.11543273925781,[],Unsatisfiable
20,"[3, 4, 0]",7,75.81710815429688,"[3, 3, 3, 11]",Satisfiable
103,"[5, 3, 0]",8,191.9269561767578,[],Unsatisfiable
120,"[2, 4, 2]",8,187.87384033203125,[],Unsatisfiable
136,"[7, 0, 1]",8,189.30435180664062,[],Unsatisfiable
73,"[1, 4, 3]",8,185.96649169921875,[],Unsatisfiable
100,"[5, 2, 1]",8,190.97328186035156,[],Unsatisfiable
174,"[3, 1, 4]",8,190.0196075439453,[],Unsatisfiable
182,"[0, 5, 3]",8,185.96649169921875,[],Unsatisfiable
146,"[6, 0, 2]",8,187.87384033203125,[],Unsatisfiable
33,"[3, 5, 0]",8,168.32351684570312,"[11, 11, 11]",Satisfiable
47,"[0, 8, 0]",8,185.7280731201172,[],Unsatisfiable
25,"[0, 5, 3]",8,185.0128173828125,[],Unsatisfiable
183,"[7, 0, 1]",8,185.0128173828125,[],Unsatisfiable
41,"[0, 0, 8]",8,195.02639770507812,[],Unsatisfiable
87,"[2, 3, 3]",8,188.8275146484375,[],Unsatisfiable
166,"[5, 1, 2]",8,185.0128173828125,[],Unsatisfiable
153,"[6, 2, 0]",8,186.2049102783203,[],Unsatisfiable
143,"[1, 1, 6]",8,215.05355834960938,[],Unsatisfiable
37,"[5, 3, 0]",8,177.14500427246094,"[3, 3, 3, 3, 3, 11, 11]",Satisfiable
151,"[8, 0, 0]",8,185.96649169921875,[],Unsatisfiable
172,"[1, 2, 5]",8,183.10546875,[],Unsatisfiable
67,"[6, 1, 1]",8,185.7280731201172,[],Unsatisfiable
35,"[1, 6, 1]",8,183.10546875,[],Unsatisfiable
192,"[7, 0, 1]",8,186.2049102783203,[],Unsatisfiable
142,"[5, 1, 2]",8,185.0128173828125,[],Unsatisfiable
53,"[6, 1, 1]",8,184.77439880371094,[],Unsatisfiable
27,"[2, 4, 2]",8,182.62863159179688,[],Unsatisfiable
